session_id,suggestion_id,action,action_reason,confidence,latency_ms,target_power,target_freq,target_area,base_power,base_freq,base_area,actual_power,actual_freq,actual_area,delta_power,delta_freq,delta_area,pred_power,pred_freq,pred_area,pred_error_power,pred_error_freq,pred_error_area,fail_mode,action_alignment,rtl_kind,rtl_before_ref,rtl_after_ref,diff_ref,root_cause_hypothesis,rtl_before_abs,rtl_after_abs,rtl_before_exists,rtl_after_exists
sess_02f36b64,sugg_9d049099,rollback,ppa_violation,0.86,4017,350.0,3500.0,4.0,458.8,3560.26,5.28,417.11,3938.09,5.33,-41.69,377.8299999999999,0.04999999999999982,405.07,3669.86,4.51,-12.04000000000002,-268.23,-0.8200000000000003,FAIL_POWER_AREA,OK,shifter,artifacts/sessions/sess_02f36b64/rtl_before.sv,artifacts/sessions/sess_02f36b64/rtl_after_sugg_1.sv,artifacts/sessions/sess_02f36b64/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_037a61e4,sugg_87ea8e07,modify,ppa_violation,0.83,3156,750.0,2400.0,11.0,882.27,2270.41,8.28,828.74,2283.32,7.51,-53.52999999999997,12.91000000000031,-0.7699999999999996,810.11,2254.46,7.51,-18.629999999999995,-28.860000000000127,0.0,FAIL_POWER_FREQ,OK,logic_combo_3,artifacts/sessions/sess_037a61e4/rtl_before.sv,artifacts/sessions/sess_037a61e4/rtl_after_sugg_1.sv,artifacts/sessions/sess_037a61e4/rtl_diff_sugg_1.patch,FREQ failure observed; consider adding pipelining or reducing combo depth.,,,,
sess_037ab8b4,sugg_8f6e5bc3,modify,ppa_violation,0.81,2298,400.0,3000.0,5.0,504.98,3126.22,5.79,464.79,3119.08,4.89,-40.19,-7.139999999999873,-0.9000000000000004,496.31,2983.2,5.69,31.519999999999982,-135.8800000000001,0.8000000000000007,FAIL_POWER,OK,logic_combo_1,artifacts/sessions/sess_037ab8b4/rtl_before.sv,artifacts/sessions/sess_037ab8b4/rtl_after_sugg_1.sv,artifacts/sessions/sess_037ab8b4/rtl_diff_sugg_1.patch,POWER failure observed; consider clock gating / enable conditions (future work).,,,,
sess_037ab8b4,sugg_0e18b983,reject,ppa_violation,0.78,3748,400.0,3000.0,5.0,504.98,3126.22,5.79,541.18,3341.04,6.21,36.19999999999993,214.82000000000016,0.41999999999999993,490.18,3335.85,6.06,-50.99999999999994,-5.190000000000055,-0.15000000000000036,FAIL_POWER_AREA,OK,logic_combo_1,artifacts/sessions/sess_037ab8b4/rtl_before.sv,artifacts/sessions/sess_037ab8b4/rtl_after_sugg_1.sv,artifacts/sessions/sess_037ab8b4/rtl_diff_sugg_1.patch,AREA likely increased due to added muxing/logic duplication.,,,,
sess_03d635cf,sugg_a50cd24a,reject,ppa_violation,0.47,3613,450.0,2800.0,5.0,452.82,2813.14,4.86,448.81,2503.9,4.44,-4.009999999999991,-309.2399999999998,-0.41999999999999993,432.28,2785.95,4.54,-16.53000000000003,282.0499999999997,0.09999999999999964,FAIL_FREQ,OK,logic_combo_2,artifacts/sessions/sess_03d635cf/rtl_before.sv,artifacts/sessions/sess_03d635cf/rtl_after_sugg_1.sv,artifacts/sessions/sess_03d635cf/rtl_diff_sugg_1.patch,FREQ failure observed; consider adding pipelining or reducing combo depth.,,,,
sess_048d4c57,sugg_666afddd,modify,ppa_violation,0.44,3073,500.0,2600.0,6.0,647.51,2866.67,7.15,615.04,3171.31,6.77,-32.47000000000003,304.6399999999999,-0.3800000000000008,584.22,2765.43,6.74,-30.819999999999936,-405.8800000000001,-0.02999999999999936,FAIL_POWER_AREA,OK,logic_combo_3,artifacts/sessions/sess_048d4c57/rtl_before.sv,artifacts/sessions/sess_048d4c57/rtl_after_sugg_1.sv,artifacts/sessions/sess_048d4c57/rtl_diff_sugg_1.patch,AREA likely increased due to added muxing/logic duplication.,,,,
sess_048d4c57,sugg_f28cd46e,modify,ppa_violation,0.49,1274,500.0,2600.0,6.0,647.51,2866.67,7.15,561.83,2754.31,6.61,-85.67999999999995,-112.36000000000013,-0.54,600.38,3127.0,7.21,38.549999999999955,372.69000000000005,0.5999999999999996,FAIL_POWER_AREA,OK,logic_combo_3,artifacts/sessions/sess_048d4c57/rtl_before.sv,artifacts/sessions/sess_048d4c57/rtl_after_sugg_1.sv,artifacts/sessions/sess_048d4c57/rtl_diff_sugg_1.patch,AREA likely increased due to added muxing/logic duplication.,,,,
sess_048d4c57,sugg_5bf253f0,reject,ppa_violation,0.79,935,500.0,2600.0,6.0,647.51,2866.67,7.15,643.88,3047.97,5.88,-3.6299999999999955,181.29999999999973,-1.2700000000000005,514.23,3408.52,6.55,-129.64999999999998,360.5500000000002,0.6699999999999999,FAIL_POWER,OK,logic_combo_3,artifacts/sessions/sess_048d4c57/rtl_before.sv,artifacts/sessions/sess_048d4c57/rtl_after_sugg_1.sv,artifacts/sessions/sess_048d4c57/rtl_diff_sugg_1.patch,POWER failure observed; consider clock gating / enable conditions (future work).,,,,
sess_04b63ed7,sugg_7e3f23f0,rollback,ppa_violation,0.91,4475,450.0,2800.0,5.0,608.69,3142.99,6.43,682.5,3068.53,7.23,73.80999999999995,-74.45999999999958,0.8000000000000007,580.78,3203.52,5.82,-101.72000000000003,134.98999999999978,-1.4100000000000001,FAIL_POWER_AREA,OK,logic_combo_2,artifacts/sessions/sess_04b63ed7/rtl_before.sv,artifacts/sessions/sess_04b63ed7/rtl_after_sugg_1.sv,artifacts/sessions/sess_04b63ed7/rtl_diff_sugg_1.patch,AREA likely increased due to added muxing/logic duplication.,,,,
sess_0559e451,sugg_1dfbab65,modify,ppa_violation,0.46,1223,650.0,2000.0,10.0,621.18,2268.97,13.97,680.03,2425.69,12.28,58.85000000000002,156.72000000000025,-1.6900000000000013,556.17,2335.8,13.79,-123.86000000000001,-89.88999999999987,1.5099999999999998,FAIL_POWER_AREA,OK,small_fsm,artifacts/sessions/sess_0559e451/rtl_before.sv,artifacts/sessions/sess_0559e451/rtl_after_sugg_1.sv,artifacts/sessions/sess_0559e451/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_0559e451,sugg_5661a15c,modify,ppa_violation,0.61,1624,650.0,2000.0,10.0,621.18,2268.97,13.97,593.83,2742.43,15.04,-27.34999999999991,473.46000000000004,1.0699999999999985,512.79,2458.07,11.67,-81.04000000000008,-284.3599999999997,-3.369999999999999,FAIL_AREA,OK,small_fsm,artifacts/sessions/sess_0559e451/rtl_before.sv,artifacts/sessions/sess_0559e451/rtl_after_sugg_1.sv,artifacts/sessions/sess_0559e451/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_0559e451,sugg_9dda5ef9,reject,ppa_violation,0.87,1940,650.0,2000.0,10.0,621.18,2268.97,13.97,524.38,2273.39,11.35,-96.79999999999995,4.420000000000073,-2.620000000000001,542.46,2604.62,13.42,18.08000000000004,331.23,2.0700000000000003,FAIL_AREA,OK,small_fsm,artifacts/sessions/sess_0559e451/rtl_before.sv,artifacts/sessions/sess_0559e451/rtl_after_sugg_1.sv,artifacts/sessions/sess_0559e451/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_0595dab4,sugg_84421483,reject,ppa_violation,0.77,2799,350.0,3500.0,4.0,559.64,3710.74,3.68,519.02,3717.39,4.21,-40.620000000000005,6.650000000000091,0.5299999999999998,555.98,4157.47,3.85,36.960000000000036,440.0800000000004,-0.3599999999999999,FAIL_POWER_AREA,OK,shifter,artifacts/sessions/sess_0595dab4/rtl_before.sv,artifacts/sessions/sess_0595dab4/rtl_after_sugg_1.sv,artifacts/sessions/sess_0595dab4/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_05c9ab27,sugg_1e56d8f6,modify,ppa_violation,0.84,1078,900.0,2200.0,12.0,731.25,2528.24,13.96,779.37,2810.26,15.04,48.120000000000005,282.02000000000044,1.0799999999999983,626.49,2825.06,13.99,-152.88,14.799999999999727,-1.049999999999999,FAIL_AREA,OK,pipeline_add,artifacts/sessions/sess_05c9ab27/rtl_before.sv,artifacts/sessions/sess_05c9ab27/rtl_after_sugg_1.sv,artifacts/sessions/sess_05c9ab27/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_05c9ab27,sugg_7f6e330b,reject,ppa_violation,0.89,4402,900.0,2200.0,12.0,731.25,2528.24,13.96,697.32,2732.9,12.35,-33.92999999999995,204.6600000000003,-1.6100000000000012,680.51,2770.8,11.94,-16.81000000000006,37.90000000000009,-0.41000000000000014,FAIL_AREA,OK,pipeline_add,artifacts/sessions/sess_05c9ab27/rtl_before.sv,artifacts/sessions/sess_05c9ab27/rtl_after_sugg_1.sv,artifacts/sessions/sess_05c9ab27/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_05da2b61,sugg_908160e9,reject,ppa_violation,0.75,3691,450.0,2800.0,5.0,679.75,2850.32,3.51,560.21,2692.54,3.76,-119.53999999999996,-157.7800000000002,0.25,617.3,3140.02,3.68,57.08999999999992,447.48,-0.07999999999999963,FAIL_POWER_FREQ,OK,logic_combo_2,artifacts/sessions/sess_05da2b61/rtl_before.sv,artifacts/sessions/sess_05da2b61/rtl_after_sugg_1.sv,artifacts/sessions/sess_05da2b61/rtl_diff_sugg_1.patch,FREQ failure observed; consider adding pipelining or reducing combo depth.,,,,
sess_05da2b61,sugg_33c11bc3,modify,ppa_violation,0.68,651,450.0,2800.0,5.0,679.75,2850.32,3.51,542.42,2741.57,3.34,-137.33000000000004,-108.75,-0.16999999999999993,650.79,2809.83,3.66,108.37,68.25999999999976,0.3200000000000003,FAIL_POWER_FREQ,OK,logic_combo_2,artifacts/sessions/sess_05da2b61/rtl_before.sv,artifacts/sessions/sess_05da2b61/rtl_after_sugg_1.sv,artifacts/sessions/sess_05da2b61/rtl_diff_sugg_1.patch,FREQ failure observed; consider adding pipelining or reducing combo depth.,,,,
sess_05da2b61,sugg_23b5d9a2,reject,ppa_violation,0.55,2638,450.0,2800.0,5.0,679.75,2850.32,3.51,601.09,3437.38,2.96,-78.65999999999997,587.06,-0.5499999999999998,556.79,3030.94,3.48,-44.30000000000007,-406.44000000000005,0.52,FAIL_POWER,OK,logic_combo_2,artifacts/sessions/sess_05da2b61/rtl_before.sv,artifacts/sessions/sess_05da2b61/rtl_after_sugg_1.sv,artifacts/sessions/sess_05da2b61/rtl_diff_sugg_1.patch,POWER failure observed; consider clock gating / enable conditions (future work).,,,,
sess_05ef5f46,sugg_6d9e2a56,reject,ppa_violation,0.84,3640,350.0,3500.0,4.0,581.19,3703.41,5.59,468.09,3714.92,5.49,-113.10000000000008,11.510000000000218,-0.09999999999999964,517.54,3669.23,5.46,49.44999999999999,-45.690000000000055,-0.03000000000000025,FAIL_POWER_AREA,OK,shifter,artifacts/sessions/sess_05ef5f46/rtl_before.sv,artifacts/sessions/sess_05ef5f46/rtl_after_sugg_1.sv,artifacts/sessions/sess_05ef5f46/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_05ef5f46,sugg_b34e8a27,modify,ppa_violation,0.54,3192,350.0,3500.0,4.0,581.19,3703.41,5.59,524.24,3953.65,4.49,-56.950000000000045,250.24000000000024,-1.0999999999999996,554.31,3756.69,5.62,30.069999999999936,-196.96000000000004,1.13,FAIL_POWER_AREA,OK,shifter,artifacts/sessions/sess_05ef5f46/rtl_before.sv,artifacts/sessions/sess_05ef5f46/rtl_after_sugg_1.sv,artifacts/sessions/sess_05ef5f46/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_05ef5f46,sugg_498a04ad,modify,ppa_violation,0.42,2273,350.0,3500.0,4.0,581.19,3703.41,5.59,517.82,3526.84,5.8,-63.370000000000005,-176.5699999999997,0.20999999999999996,528.3,4016.34,5.41,10.479999999999905,489.5,-0.3899999999999997,FAIL_POWER_AREA,OK,shifter,artifacts/sessions/sess_05ef5f46/rtl_before.sv,artifacts/sessions/sess_05ef5f46/rtl_after_sugg_1.sv,artifacts/sessions/sess_05ef5f46/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_0655b440,sugg_45f8135d,reject,ppa_violation,0.82,577,400.0,3000.0,5.0,642.36,3445.27,5.29,590.95,3755.77,5.86,-51.40999999999997,310.5,0.5700000000000003,609.73,3362.29,5.07,18.779999999999973,-393.48,-0.79,FAIL_POWER_AREA,OK,logic_combo_1,artifacts/sessions/sess_0655b440/rtl_before.sv,artifacts/sessions/sess_0655b440/rtl_after_sugg_1.sv,artifacts/sessions/sess_0655b440/rtl_diff_sugg_1.patch,AREA likely increased due to added muxing/logic duplication.,,,,
sess_0655b440,sugg_0f0bbe2d,reject,ppa_violation,0.42,4118,400.0,3000.0,5.0,642.36,3445.27,5.29,689.74,3390.16,4.34,47.379999999999995,-55.11000000000013,-0.9500000000000002,517.4,3888.44,5.08,-172.34000000000003,498.2800000000002,0.7400000000000002,FAIL_POWER,OK,logic_combo_1,artifacts/sessions/sess_0655b440/rtl_before.sv,artifacts/sessions/sess_0655b440/rtl_after_sugg_1.sv,artifacts/sessions/sess_0655b440/rtl_diff_sugg_1.patch,POWER failure observed; consider clock gating / enable conditions (future work).,,,,
sess_065c79b7,sugg_e80e5feb,modify,meets_targets,0.38,566,900.0,2200.0,12.0,739.18,2494.0,10.09,634.76,2714.6,10.84,-104.41999999999996,220.5999999999999,0.75,755.16,2444.92,9.75,120.39999999999998,-269.67999999999984,-1.0899999999999999,PASS,OK,pipeline_add,artifacts/sessions/sess_065c79b7/rtl_before.sv,artifacts/sessions/sess_065c79b7/rtl_after_sugg_1.sv,artifacts/sessions/sess_065c79b7/rtl_diff_sugg_1.patch,N/A,,,,
sess_067e9a81,sugg_a451f01c,reject,ppa_violation,0.85,620,900.0,2200.0,12.0,703.45,2008.43,13.55,756.03,2179.14,13.55,52.57999999999993,170.7099999999998,0.0,638.87,1915.65,13.06,-117.15999999999997,-263.4899999999998,-0.4900000000000002,FAIL_FREQ_AREA,OK,pipeline_add,artifacts/sessions/sess_067e9a81/rtl_before.sv,artifacts/sessions/sess_067e9a81/rtl_after_sugg_1.sv,artifacts/sessions/sess_067e9a81/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_06d283b5,sugg_519cdfb6,modify,ppa_violation,0.79,2614,300.0,3200.0,3.0,219.96,3499.26,4.35,239.88,3481.72,3.85,19.919999999999987,-17.54000000000042,-0.49999999999999956,189.03,3382.99,4.33,-50.849999999999994,-98.73000000000002,0.48,FAIL_AREA,OK,mux,artifacts/sessions/sess_06d283b5/rtl_before.sv,artifacts/sessions/sess_06d283b5/rtl_after_sugg_1.sv,artifacts/sessions/sess_06d283b5/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_073fae58,sugg_b1d6c972,reject,ppa_violation,0.93,880,750.0,2400.0,8.0,951.54,1930.85,12.1,979.4,2275.46,11.47,27.860000000000014,344.6100000000001,-0.629999999999999,899.06,1796.64,11.07,-80.34000000000003,-478.81999999999994,-0.40000000000000036,FAIL_POWER_FREQ_AREA,OK,adder4,artifacts/sessions/sess_073fae58/rtl_before.sv,artifacts/sessions/sess_073fae58/rtl_after_sugg_1.sv,artifacts/sessions/sess_073fae58/rtl_diff_sugg_1.patch,AREA likely increased due to wider bitwidths.,,,,
sess_073fae58,sugg_18e5b79a,modify,ppa_violation,0.68,2485,750.0,2400.0,8.0,951.54,1930.85,12.1,901.1,1933.93,11.59,-50.43999999999994,3.0800000000001546,-0.5099999999999998,767.4,2033.55,10.99,-133.70000000000005,99.61999999999989,-0.5999999999999996,FAIL_POWER_FREQ_AREA,OK,adder4,artifacts/sessions/sess_073fae58/rtl_before.sv,artifacts/sessions/sess_073fae58/rtl_after_sugg_1.sv,artifacts/sessions/sess_073fae58/rtl_diff_sugg_1.patch,AREA likely increased due to wider bitwidths.,,,,
sess_077a73d3,sugg_8d54140c,modify,ppa_violation,0.59,1687,750.0,2400.0,11.0,917.06,2348.27,8.22,919.18,2557.18,8.93,2.1200000000000045,208.90999999999985,0.7099999999999991,851.88,2492.13,7.39,-67.29999999999995,-65.04999999999973,-1.54,FAIL_POWER,OK,logic_combo_3,artifacts/sessions/sess_077a73d3/rtl_before.sv,artifacts/sessions/sess_077a73d3/rtl_after_sugg_1.sv,artifacts/sessions/sess_077a73d3/rtl_diff_sugg_1.patch,POWER failure observed; consider clock gating / enable conditions (future work).,,,,
sess_080942de,sugg_dd7acb10,modify,ppa_violation,0.86,1676,900.0,2200.0,12.0,915.33,2007.0,11.55,926.54,1779.28,13.38,11.209999999999923,-227.72000000000003,1.83,798.07,2058.98,11.35,-128.4699999999999,279.70000000000005,-2.030000000000001,FAIL_POWER_FREQ_AREA,OK,pipeline_add,artifacts/sessions/sess_080942de/rtl_before.sv,artifacts/sessions/sess_080942de/rtl_after_sugg_1.sv,artifacts/sessions/sess_080942de/rtl_diff_sugg_1.patch,AREA failure observed; RTL deltas weak → needs deeper RTL-aware analysis.,,,,
sess_080942de,sugg_9b8bf88d,reject,ppa_violation,0.84,3078,900.0,2200.0,12.0,915.33,2007.0,11.55,744.8,2130.47,10.04,-170.5300000000001,123.4699999999998,-1.5100000000000016,732.21,2163.4,11.61,-12.589999999999918,32.93000000000029,1.5700000000000003,FAIL_FREQ,OK,pipeline_add,artifacts/sessions/sess_080942de/rtl_before.sv,artifacts/sessions/sess_080942de/rtl_after_sugg_1.sv,artifacts/sessions/sess_080942de/rtl_diff_sugg_1.patch,FREQ failure observed; consider adding pipelining or reducing combo depth.,,,,
sess_080d2c71,sugg_d369d5d2,reject,ppa_violation,0.86,583,450.0,2800.0,5.0,634.11,3129.77,3.45,692.91,3233.31,3.0,58.799999999999955,103.53999999999996,-0.4500000000000002,618.14,3359.0,3.16,-74.76999999999998,125.69000000000005,0.16000000000000014,FAIL_POWER,OK,logic_combo_2,artifacts/sessions/sess_080d2c71/rtl_before.sv,artifacts/sessions/sess_080d2c71/rtl_after_sugg_1.sv,artifacts/sessions/sess_080d2c71/rtl_diff_sugg_1.patch,POWER failure observed; consider clock gating / enable conditions (future work).,,,,
sess_080d2c71,sugg_016690c7,reject,ppa_violation,0.78,4304,450.0,2800.0,5.0,634.11,3129.77,3.45,566.77,3554.89,2.78,-67.34000000000003,425.1199999999999,-0.6700000000000004,564.0,3218.94,3.03,-2.769999999999982,-335.9499999999998,0.25,FAIL_POWER,OK,logic_combo_2,artifacts/sessions/sess_080d2c71/rtl_before.sv,artifacts/sessions/sess_080d2c71/rtl_after_sugg_1.sv,artifacts/sessions/sess_080d2c71/rtl_diff_sugg_1.patch,POWER failure observed; consider clock gating / enable conditions (future work).,,,,
sess_08e36400,sugg_9073d5ce,modify,ppa_violation,0.65,628,450.0,2800.0,5.0,642.54,3034.25,5.39,669.83,3164.34,6.17,27.290000000000077,130.09000000000015,0.7800000000000002,529.92,2935.93,5.08,-139.91000000000008,-228.4100000000003,-1.0899999999999999,FAIL_POWER_AREA,OK,logic_combo_2,artifacts/sessions/sess_08e36400/rtl_before.sv,artifacts/sessions/sess_08e36400/rtl_after_sugg_1.sv,artifacts/sessions/sess_08e36400/rtl_diff_sugg_1.patch,AREA likely increased due to added muxing/logic duplication.,,,,
sess_08e36400,sugg_530d9e01,reject,ppa_violation,0.51,1845,450.0,2800.0,5.0,642.54,3034.25,5.39,686.07,3648.34,4.91,43.530000000000086,614.0900000000001,-0.47999999999999954,631.1,3481.28,5.08,-54.97000000000003,-167.05999999999995,0.16999999999999993,FAIL_POWER,OK,logic_combo_2,artifacts/sessions/sess_08e36400/rtl_before.sv,artifacts/sessions/sess_08e36400/rtl_after_sugg_1.sv,artifacts/sessions/sess_08e36400/rtl_diff_sugg_1.patch,POWER failure observed; consider clock gating / enable conditions (future work).,,,,
sess_092557d4,sugg_1722e812,modify,ppa_violation,0.59,3500,750.0,2400.0,8.0,669.74,2012.75,12.68,613.34,2136.1,12.46,-56.39999999999998,123.34999999999991,-0.21999999999999886,629.81,1950.46,10.94,16.469999999999914,-185.63999999999987,-1.5200000000000014,FAIL_FREQ_AREA,OK,adder4,artifacts/sessions/sess_092557d4/rtl_before.sv,artifacts/sessions/sess_092557d4/rtl_after_sugg_1.sv,artifacts/sessions/sess_092557d4/rtl_diff_sugg_1.patch,AREA likely increased due to wider bitwidths.,,,,
sess_092e317a,sugg_c78fa3b1,reject,ppa_violation,0.57,4038,300.0,3200.0,3.0,312.28,3249.93,2.55,334.15,3086.81,2.47,21.870000000000005,-163.1199999999999,-0.07999999999999963,298.25,3204.34,2.72,-35.89999999999998,117.5300000000002,0.25,FAIL_POWER_FREQ,OK,mux,artifacts/sessions/sess_092e317a/rtl_before.sv,artifacts/sessions/sess_092e317a/rtl_after_sugg_1.sv,artifacts/sessions/sess_092e317a/rtl_diff_sugg_1.patch,FREQ likely regressed due to deeper combinational logic (more ops/line).,,,,
